{ 1 JetEta 1 JetPt 1./([0]+[1]*log10(0.01*x)+[2]/(x/10.)+[3]*log10(x/10.)/(x/10.)) Correction L2Relative}
  +1.479 +1.566  6  8 3390    0.9432  0.0107 -0.1193 -0.0340
  +1.566 +1.653  6  7 3281    0.9499  0.0363 -0.1421 -0.0578
  +1.653 +1.740  6  7 3029    0.9602  0.0304 -0.2056 -0.1225
  +1.740 +1.830  6  6 2775    0.9697  0.0207 -0.2657 -0.1879
  +1.830 +1.930  6  7 2530    0.9603  0.0224 -0.2163 -0.1329
  +1.930 +2.043  6  5 2292    0.9882  0.0012 -0.3268 -0.2670
  +2.043 +2.172  6  5 2061    0.9815  0.0088 -0.3016 -0.2342
  +2.172 +2.322  6  5 1843    0.9877  0.0156 -0.3403 -0.3002
  +2.322 +2.500  6  4 1535    0.9378  0.0293 -0.3173 -0.2866
  +2.500 +2.650  6  6 1264    0.8405  0.1004 -0.0963 -0.0476
  +2.650 +2.853  6  2 1004    0.7991  0.0825 -0.2303 -0.2072
  +2.853 +2.964  6  11  820    0.8018  0.0805  0.3386 -0.3841
  +2.964 +3.139  6  12  806    0.9049  0.0605  0.3505 -0.2896
  +3.139 +3.314  6  10  700    0.9486  0.0510  0.0855  0.0012
  +3.314 +3.489  6  10  582    0.9546  0.0355  0.0786 -0.0006
  +3.489 +3.664  6  10  475    0.9380  0.0227  0.1016 -0.0013
  +3.664 +3.839  6  11  398    0.9324  0.0289  0.1471 -0.0163
  +3.839 +4.013  6  10  333    0.9253  0.0456  0.1494 -0.0655
  +4.013 +4.191  6  9  272    0.9398 -0.0331 -0.0620 -0.0043
  +4.191 +4.363  6  9  217    0.9186 -0.0895 -0.0920 -0.0130
  +4.363 +4.538  6  11  195    0.9363  0.0391  0.2631 -0.3074
  +4.538 +4.716  6  10  171    0.9516  0.0965  0.1190  0.0062
  +4.716 +4.889  6  14  139    1.0495 -0.1769  0.4639 -1.3069
  +4.889 +5.191  6  11  124    1.0026  0.0410  0.1627 -0.1057
